frame,x,y
00001,1157,490
00002,1157,491
00003,1159,492
00004,1160,492
00005,1161,492
00006,1163,492
00007,1164,492
00008,1166,493
00009,1167,493
00010,1168,493
00011,1171,493
00012,1172,493
00013,1173,493
00014,1176,494
00015,1177,494
00016,1178,494
00017,1179,494
00018,1181,494
00019,1182,494
00020,1184,494
00021,1186,494
00022,1187,495
00023,1191,495
00024,1193,496
00025,1195,496
00026,1196,496
00027,1198,496
00028,1200,496
00029,1200,496
00030,1202,496
00031,1203,497
00032,1205,496
00033,1206,497
00034,1207,497
00035,1209,497
00036,1210,497
00037,1212,497
00038,1214,497
00039,1216,497
00040,1217,497
00041,1219,497
00042,1221,497
00043,1223,497
00044,1225,497
00045,1227,497
00046,1228,498
00047,1231,498
00048,1233,498
00049,1235,498
00050,1237,499
00051,1238,499
00052,1240,499
00053,1241,499
00054,1244,499
00055,1246,499
00056,1248,499
00057,1250,499
00058,1252,499
00059,1254,499
00060,1256,499
00061,1258,499
00062,1259,499
00063,1261,499
00064,1263,499
00065,1265,499
00066,1266,499
00067,1268,499
00068,1269,499
00069,1270,499
00070,1271,499
00071,1273,498
00072,1275,498
00073,1275,498
00074,1277,499
00075,1278,498
00076,1280,498
00077,1282,498
00078,1284,498
00079,1285,498
00080,1287,498
00081,1289,498
00082,1290,498
00083,1291,498
00084,1293,498
00085,1294,498
00086,1296,498
00087,1298,498
00088,1299,498
00089,1300,497
00090,1301,498
00091,1303,497
00092,1304,497
00093,1306,497
00094,1307,497
00095,1309,497
00096,1310,498
00097,1311,497
00098,1313,497
00099,1315,498
00100,1316,497
00101,1317,497
00102,1319,497
00103,1320,497
00104,1321,497
00105,1323,497
00106,1325,496
00107,1327,496
